Politician,Company,Published,Traded,Owner,Type,Size,Price of Stock
Ro KhannaDemocratHouseCA,Pinterest IncPINS:US,11 Nov2024,29 Oct2024,Spouse,buy,1K–15K,$32.43
Ro KhannaDemocratHouseCA,Pinterest IncPINS:US,11 Nov2024,28 Oct2024,Spouse,buy,1K–15K,$32.26
Ro KhannaDemocratHouseCA,Pinterest IncPINS:US,11 Nov2024,24 Oct2024,Spouse,buy,1K–15K,$31.83
Ro KhannaDemocratHouseCA,Pinterest IncPINS:US,11 Nov2024,30 Oct2024,Spouse,buy,1K–15K,$32.59
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,11 Nov2024,8 Oct2024,Spouse,buy,1K–15K,$13.58
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,11 Nov2024,23 Oct2024,Spouse,buy,1K–15K,$12.97
Ro KhannaDemocratHouseCA,The Dun & Bradstreet CorpDNB:US,11 Nov2024,1 Oct2024,Spouse,buy,1K–15K,$11.50
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,11 Nov2024,2 Oct2024,Spouse,buy,1K–15K,$13.71
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,11 Nov2024,10 Oct2024,Spouse,buy,1K–15K,$13.14
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,11 Nov2024,17 Oct2024,Spouse,buy,1K–15K,$13.27
Ro KhannaDemocratHouseCA,Elanco Animal Health IncELAN:US,11 Nov2024,28 Oct2024,Spouse,buy,1K–15K,$12.51
Ro KhannaDemocratHouseCA,The Dun & Bradstreet CorpDNB:US,11 Nov2024,25 Oct2024,Spouse,buy,1K–15K,$10.89
Ro KhannaDemocratHouseCA,SS&C Technologies Holdings IncSSNC:US,11 Nov2024,22 Oct2024,Spouse,sell,15K–50K,$75.48
Ro KhannaDemocratHouseCA,Nasdaq IncNDAQ:US,11 Nov2024,30 Oct2024,Spouse,sell,1K–15K,$75.55
Ro KhannaDemocratHouseCA,Carter's Inc.CRI:US,11 Nov2024,16 Oct2024,Spouse,sell,1K–15K,$67.30
Ro KhannaDemocratHouseCA,Axalta Coating Systems LtdAXTA:US,11 Nov2024,30 Oct2024,Spouse,sell,1K–15K,$38.32
Ro KhannaDemocratHouseCA,Graphic Packaging Holding CoGPK:US,11 Nov2024,28 Oct2024,Spouse,sell,1K–15K,$30.35
Ro KhannaDemocratHouseCA,Barclays Bank PLC8376923Z:LN,11 Nov2024,31 Oct2024,Spouse,buy,250K–500K,N/A
Ro KhannaDemocratHouseCA,UBS Group AGUBS:US,11 Nov2024,2 Oct2024,Spouse,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,TotalEnergies SETTE:US,11 Nov2024,11 Oct2024,Spouse,buy,15K–50K,$68.28
Ro KhannaDemocratHouseCA,Amgen IncAMGN:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$328.35
Ro KhannaDemocratHouseCA,PepsiCo IncPEP:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$174.81
Ro KhannaDemocratHouseCA,Koninklijke Ahold Delhaize NVADRNY:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$34.10
Ro KhannaDemocratHouseCA,Pinterest IncPINS:US,11 Nov2024,25 Oct2024,Spouse,buy,1K–15K,$32.35
Ro KhannaDemocratHouseCA,Automatic Data Processing IncADP:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$288.36
Ro KhannaDemocratHouseCA,Loews CorpL:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$79.35
Ro KhannaDemocratHouseCA,Synopsys IncSNPS:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$539.92
Ro KhannaDemocratHouseCA,Palantir Technologies IncPLTR:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$43.51
Ro KhannaDemocratHouseCA,ULTRA CLEAN HOLDINGS INCN/A,11 Nov2024,30 Oct2024,Spouse,buy,1K–15K,$35.88
Ro KhannaDemocratHouseCA,Cadence Design Systems IncCDNS:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$282.39
Ro KhannaDemocratHouseCA,International Business Machines CorpIBM:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$233.26
Ro KhannaDemocratHouseCA,Apple IncAAPL:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$227.55
Ro KhannaDemocratHouseCA,CME Group IncCME:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$221.72
Ro KhannaDemocratHouseCA,The Walt Disney CoDIS:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$94.13
Ro KhannaDemocratHouseCA,Pinterest IncPINS:US,11 Nov2024,22 Oct2024,Spouse,buy,1K–15K,$31.94
Ro KhannaDemocratHouseCA,Centene CorpCNC:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$72.44
Ro KhannaDemocratHouseCA,Arthur J. Gallagher & CoAJG:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$287.91
Ro KhannaDemocratHouseCA,Arch Capital Group LtdACGL:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$114.40
Ro KhannaDemocratHouseCA,Chipotle Mexican Grill IncCMG:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$58.65
Ro KhannaDemocratHouseCA,Regeneron Pharmaceuticals IncREGN:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,"$1,015.67"
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$13.35
Ro KhannaDemocratHouseCA,Everest Re Group LtdRE:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$393.96
Ro KhannaDemocratHouseCA,OKTA IncOKTA:US,11 Nov2024,10 Oct2024,Spouse,buy,1K–15K,$77.93
Ro KhannaDemocratHouseCA,Microsoft CorpMSFT:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$416.32
Ro KhannaDemocratHouseCA,Broadcom IncAVGO:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$181.48
Ro KhannaDemocratHouseCA,Molina Healthcare IncMOH:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$330.12
Ro KhannaDemocratHouseCA,Pinterest IncPINS:US,11 Nov2024,29 Oct2024,Spouse,buy,1K–15K,$32.43
Ro KhannaDemocratHouseCA,The Procter & Gamble CoPG:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$171.09
Ro KhannaDemocratHouseCA,Pinterest IncPINS:US,11 Nov2024,28 Oct2024,Spouse,buy,1K–15K,$32.26
Ro KhannaDemocratHouseCA,Pinterest IncPINS:US,11 Nov2024,24 Oct2024,Spouse,buy,1K–15K,$31.83
Ro KhannaDemocratHouseCA,AUTODESK IncADSK:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$281.67
Ro KhannaDemocratHouseCA,The Hartford Financial Services Group IncHIG:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$117.36
Ro KhannaDemocratHouseCA,Corteva IncCTVA:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$56.84
Ro KhannaDemocratHouseCA,Monster Beverage CorpMNST:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$51.31
Ro KhannaDemocratHouseCA,SUPER MICRO COMPUTER INCSMCI:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$47.80
Ro KhannaDemocratHouseCA,Pinterest IncPINS:US,11 Nov2024,30 Oct2024,Spouse,buy,1K–15K,$32.59
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,11 Nov2024,8 Oct2024,Spouse,buy,1K–15K,$13.58
Ro KhannaDemocratHouseCA,Airbnb IncABNB:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$134.40
Ro KhannaDemocratHouseCA,AT&T IncT:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$21.37
Ro KhannaDemocratHouseCA,FedEx CorpFDX:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$264.36
Ro KhannaDemocratHouseCA,Archer-Daniels-Midland CoADM:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$57.97
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,11 Nov2024,23 Oct2024,Spouse,buy,1K–15K,$12.97
Ro KhannaDemocratHouseCA,Copart IncCPRT:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$55.92
Ro KhannaDemocratHouseCA,Welltower IncWELL:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$125.18
Ro KhannaDemocratHouseCA,Vertex Pharmaceuticals IncVRTX:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$481.71
Ro KhannaDemocratHouseCA,The Travelers Companies IncTRV:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$236.58
Ro KhannaDemocratHouseCA,The Progressive CorpPGR:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$254.09
Ro KhannaDemocratHouseCA,Danaher CorpDHR:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$270.33
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,11 Nov2024,2 Oct2024,Spouse,buy,1K–15K,$13.71
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,11 Nov2024,10 Oct2024,Spouse,buy,1K–15K,$13.14
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,11 Nov2024,17 Oct2024,Spouse,buy,1K–15K,$13.27
Ro KhannaDemocratHouseCA,Sumitomo Mitsui Financial Group IncSMFG:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$13.11
Ro KhannaDemocratHouseCA,Elanco Animal Health IncELAN:US,11 Nov2024,28 Oct2024,Spouse,buy,1K–15K,$12.51
Ro KhannaDemocratHouseCA,The Dun & Bradstreet CorpDNB:US,11 Nov2024,1 Oct2024,Spouse,buy,1K–15K,$11.50
Ro KhannaDemocratHouseCA,The Dun & Bradstreet CorpDNB:US,11 Nov2024,25 Oct2024,Spouse,buy,1K–15K,$10.89
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,11 Nov2024,8 Oct2024,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,11 Nov2024,15 Oct2024,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,11 Nov2024,22 Oct2024,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,11 Nov2024,1 Oct2024,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,CBOE MINI SPX INDEXXSP:US,11 Nov2024,29 Oct2024,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,BP PLCBP:US,11 Nov2024,11 Oct2024,Spouse,sell,15K–50K,$32.11
Ro KhannaDemocratHouseCA,Nasdaq IncNDAQ:US,11 Nov2024,11 Oct2024,Spouse,sell,15K–50K,$71.62
Ro KhannaDemocratHouseCA,Waste Management IncWM:US,11 Nov2024,11 Oct2024,Spouse,sell,15K–50K,$211.81
Ro KhannaDemocratHouseCA,Chubb LtdCB:US,11 Nov2024,11 Oct2024,Spouse,sell,15K–50K,$286.83
Ro KhannaDemocratHouseCA,SS&C Technologies Holdings IncSSNC:US,11 Nov2024,22 Oct2024,Spouse,sell,15K–50K,$75.48
Ro KhannaDemocratHouseCA,Berkley (W.R.) CorpWRB:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$58.57
Ro KhannaDemocratHouseCA,Nasdaq IncNDAQ:US,11 Nov2024,30 Oct2024,Spouse,sell,1K–15K,$75.55
Ro KhannaDemocratHouseCA,Verizon Communications IncVZ:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$43.00
Ro KhannaDemocratHouseCA,ABB LtdABB:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$58.11
Ro KhannaDemocratHouseCA,Unitedhealth Group IncUNH:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$598.05
Ro KhannaDemocratHouseCA,Carter's Inc.CRI:US,11 Nov2024,16 Oct2024,Spouse,sell,1K–15K,$67.30
Ro KhannaDemocratHouseCA,Johnson & JohnsonJNJ:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$161.46
Ro KhannaDemocratHouseCA,Willis Towers Watson PLCWTW:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$290.03
Ro KhannaDemocratHouseCA,McKesson CorpMCK:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$505.59
Ro KhannaDemocratHouseCA,Colgate-Palmolive CoCL:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$100.10
Ro KhannaDemocratHouseCA,Corning IncGLW:US,11 Nov2024,21 Oct2024,Spouse,sell,1K–15K,$47.03
Ro KhannaDemocratHouseCA,Merck & Co IncMRK:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$109.73
Ro KhannaDemocratHouseCA,Cencora IncCOR:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$222.56
Ro KhannaDemocratHouseCA,Invitation Homes IncINVH:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$33.75
Ro KhannaDemocratHouseCA,Axalta Coating Systems LtdAXTA:US,11 Nov2024,30 Oct2024,Spouse,sell,1K–15K,$38.32
Ro KhannaDemocratHouseCA,Moderna IncMRNA:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$58.29
Ro KhannaDemocratHouseCA,The Allstate CorporationALL:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$188.28
Ro KhannaDemocratHouseCA,Garmin LtdGRMN:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$165.89
Ro KhannaDemocratHouseCA,Graphic Packaging Holding CoGPK:US,11 Nov2024,28 Oct2024,Spouse,sell,1K–15K,$30.35
Ro KhannaDemocratHouseCA,West Pharmaceutical Services IncWST:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$294.91
Ro KhannaDemocratHouseCA,Assurant IncAIZ:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$191.89
Ro KhannaDemocratHouseCA,LKQ CorporationLKQ:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$39.04
Ro KhannaDemocratHouseCA,Enphase Energy IncENPH:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$100.97
Ro KhannaDemocratHouseCA,Adobe IncADBE:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$495.42
Ro KhannaDemocratHouseCA,Vulcan Materials CoVMC:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$247.51
Ro KhannaDemocratHouseCA,The Kraft Heinz CoKHC:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,DexCom IncDXCM:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$69.21
Ro KhannaDemocratHouseCA,Constellation Brands IncSTZ:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$241.06
Ro KhannaDemocratHouseCA,Viatris IncVTRS:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$11.38
Ro KhannaDemocratHouseCA,Target CorpTGT:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$158.46
Ro KhannaDemocratHouseCA,Iqvia Holdings IncIQV:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$229.26
Ro KhannaDemocratHouseCA,Electronic Arts IncEA:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$143.24
Ro KhannaDemocratHouseCA,Intel CorpINTC:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$23.56
Ro KhannaDemocratHouseCA,Humana IncHUM:US,11 Nov2024,11 Oct2024,Spouse,sell,1K–15K,$258.07
Ro KhannaDemocratHouseCA,Citigroup IncC:US,11 Nov2024,2 Oct2024,Spouse,buy,1K–15K,$62.03
Ro KhannaDemocratHouseCA,State Street CorporationSTT:US,11 Nov2024,2 Oct2024,Spouse,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,JPMorgan Chase & CoJPM:US,11 Nov2024,2 Oct2024,Spouse,buy,1K–15K,$25.35
Ro KhannaDemocratHouseCA,Sysco CorporationSYY:US,11 Nov2024,15 Oct2024,Spouse,buy,1K–15K,$75.56
Ro KhannaDemocratHouseCA,Berkshire Hathaway IncBRK/B:US,11 Nov2024,21 Oct2024,Spouse,buy,1K–15K,$464.16
Ro KhannaDemocratHouseCA,Ferguson PLCFERG:US,11 Nov2024,9 Oct2024,Spouse,buy,1K–15K,$197.60
Ro KhannaDemocratHouseCA,Lululemon Athletica IncLULU:US,11 Nov2024,8 Oct2024,Spouse,buy,1K–15K,$276.59
Ro KhannaDemocratHouseCA,Lululemon Athletica IncLULU:US,11 Nov2024,7 Oct2024,Spouse,buy,1K–15K,$272.48
Ro KhannaDemocratHouseCA,Berkshire Hathaway IncBRK/B:US,11 Nov2024,23 Oct2024,Spouse,buy,1K–15K,$460.61
Ro KhannaDemocratHouseCA,Aon PLCAON:US,11 Nov2024,3 Oct2024,Spouse,buy,1K–15K,$347.50
Ro KhannaDemocratHouseCA,Lululemon Athletica IncLULU:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$278.25
Ro KhannaDemocratHouseCA,Lululemon Athletica IncLULU:US,11 Nov2024,9 Oct2024,Spouse,buy,1K–15K,$274.12
Ro KhannaDemocratHouseCA,Lululemon Athletica IncLULU:US,11 Nov2024,4 Oct2024,Spouse,buy,1K–15K,$270.38
Ro KhannaDemocratHouseCA,Accenture PLCACN:US,11 Nov2024,24 Oct2024,Spouse,buy,1K–15K,$364.23
Ro KhannaDemocratHouseCA,Waste Management IncWM:US,11 Nov2024,15 Oct2024,Spouse,buy,1K–15K,$213.79
Ro KhannaDemocratHouseCA,Aon PLCAON:US,11 Nov2024,9 Oct2024,Spouse,buy,1K–15K,$359.03
Ro KhannaDemocratHouseCA,Martin Marietta Materials IncMLM:US,11 Nov2024,9 Oct2024,Spouse,buy,1K–15K,$531.16
Ro KhannaDemocratHouseCA,Lear CorpLEA:US,11 Nov2024,9 Oct2024,Spouse,sell,1K–15K,$105.66
Ro KhannaDemocratHouseCA,Parker-Hannifin CorpPH:US,11 Nov2024,10 Oct2024,Spouse,sell,1K–15K,$631.52
Ro KhannaDemocratHouseCA,HCA Healthcare IncHCA:US,11 Nov2024,15 Oct2024,Spouse,sell,1K–15K,$401.26
Ro KhannaDemocratHouseCA,Extra Space Storage IncEXR:US,11 Nov2024,18 Oct2024,Spouse,sell,1K–15K,$171.28
Ro KhannaDemocratHouseCA,Humana IncHUM:US,11 Nov2024,2 Oct2024,Spouse,sell,1K–15K,$246.49
Ro KhannaDemocratHouseCA,PepsiCo IncPEP:US,11 Nov2024,9 Oct2024,Spouse,sell,1K–15K,$172.54
Ro KhannaDemocratHouseCA,Humana IncHUM:US,11 Nov2024,2 Oct2024,Spouse,sell,1K–15K,$246.49
Ro KhannaDemocratHouseCA,Caterpillar IncCAT:US,11 Nov2024,16 Oct2024,Spouse,sell,1K–15K,$393.62
Ro KhannaDemocratHouseCA,SS&C Technologies Holdings IncSSNC:US,11 Nov2024,9 Oct2024,Spouse,sell,1K–15K,$74.59
Ro KhannaDemocratHouseCA,Lear CorpLEA:US,11 Nov2024,22 Oct2024,Spouse,sell,1K–15K,$105.99
Ro KhannaDemocratHouseCA,Parker-Hannifin CorpPH:US,11 Nov2024,23 Oct2024,Spouse,sell,1K–15K,$629.70
Ro KhannaDemocratHouseCA,PepsiCo IncPEP:US,11 Nov2024,8 Oct2024,Spouse,sell,1K–15K,$170.42
Ro KhannaDemocratHouseCA,Lear CorpLEA:US,11 Nov2024,23 Oct2024,Spouse,sell,1K–15K,$104.96
Ro KhannaDemocratHouseCA,The Allstate CorporationALL:US,11 Nov2024,23 Oct2024,Spouse,sell,1K–15K,$192.78
Ro KhannaDemocratHouseCA,Humana IncHUM:US,11 Nov2024,2 Oct2024,Spouse,sell,1K–15K,$246.49
Ro KhannaDemocratHouseCA,Lear CorpLEA:US,11 Nov2024,17 Oct2024,Spouse,sell,1K–15K,$105.96
Ro KhannaDemocratHouseCA,The Allstate CorporationALL:US,11 Nov2024,15 Oct2024,Spouse,sell,1K–15K,$193.01
Ro KhannaDemocratHouseCA,Parker-Hannifin CorpPH:US,11 Nov2024,15 Oct2024,Spouse,sell,1K–15K,$638.02
Ro KhannaDemocratHouseCA,STATE OF OHION/A,11 Nov2024,1 Oct2024,Child,sell,100K–250K,N/A
Ro KhannaDemocratHouseCA,Lennox International IncLII:US,11 Nov2024,23 Oct2024,Child,sell,1K–15K,$609.74
Ro KhannaDemocratHouseCA,Rockwell Automation IncROK:US,11 Nov2024,23 Oct2024,Child,sell,1K–15K,$266.44
Ro KhannaDemocratHouseCA,Quanta Services IncPWR:US,11 Nov2024,23 Oct2024,Child,buy,1K–15K,$306.63
Ro KhannaDemocratHouseCA,Honeywell International IncHON:US,11 Nov2024,23 Oct2024,Child,buy,1K–15K,$220.34
Ro KhannaDemocratHouseCA,STATE OF OHION/A,11 Nov2024,3 Oct2024,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,MIAMI UNIVERSITYN/A,11 Nov2024,2 Oct2024,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,Cloudflare IncNET:US,11 Nov2024,22 Oct2024,Child,buy,1K–15K,$88.46
Ro KhannaDemocratHouseCA,Snowflake IncSNOW:US,11 Nov2024,22 Oct2024,Child,buy,1K–15K,$115.50
Ro KhannaDemocratHouseCA,Broadcom IncAVGO:US,11 Nov2024,22 Oct2024,Child,buy,1K–15K,$179.38
Ro KhannaDemocratHouseCA,GE VERNOVA INCGEV:US,11 Nov2024,23 Oct2024,Child,sell,15K–50K,$279.88
Ro KhannaDemocratHouseCA,AppLovin CorporationN/A,11 Nov2024,22 Oct2024,Child,sell,1K–15K,N/A
Ro KhannaDemocratHouseCA,HAMILTON COUNTY OHION/A,11 Nov2024,31 Oct2024,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,HARRIS COUNTY CULTURAL EDUCATION FACILITIES FINANCE CORPN/A,11 Nov2024,31 Oct2024,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,11 Nov2024,31 Oct2024,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,HAMILTON COUNTY OHION/A,11 Nov2024,31 Oct2024,Child,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,HARRIS COUNTY CULTURAL EDUCATION FACILITIES FINANCE CORPN/A,11 Nov2024,31 Oct2024,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,STATE OF OHION/A,11 Nov2024,31 Oct2024,Child,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,MAI MANAGED VOLATILITY FUNDMAIPX:US,11 Nov2024,23 Oct2024,Spouse,sell,250K–500K,N/A
Ro KhannaDemocratHouseCA,MAI MANAGED VOLATILITY FUNDMAIPX:US,11 Nov2024,23 Oct2024,Child,sell,250K–500K,N/A
Ro KhannaDemocratHouseCA,MAI MANAGED VOLATILITY FUNDMAIPX:US,11 Nov2024,23 Oct2024,Child,sell,100K–250K,N/A
Marjorie Taylor GreeneRepublicanHouseGA,Berkshire Hathaway IncBRK/B:US,11 Nov2024,7 Nov2024,Undisclosed,buy,1K–15K,$460.13
Marjorie Taylor GreeneRepublicanHouseGA,Blackstone Group IncBX:US,11 Nov2024,7 Nov2024,Undisclosed,buy,1K–15K,$176.30
Marjorie Taylor GreeneRepublicanHouseGA,Dell Technologies IncDELL:US,11 Nov2024,7 Nov2024,Undisclosed,buy,1K–15K,$137.87
Marjorie Taylor GreeneRepublicanHouseGA,FedEx CorpFDX:US,11 Nov2024,7 Nov2024,Undisclosed,buy,1K–15K,$283.21
Marjorie Taylor GreeneRepublicanHouseGA,The Goldman Sachs Group IncGS:US,11 Nov2024,7 Nov2024,Undisclosed,buy,1K–15K,$582.17
Marjorie Taylor GreeneRepublicanHouseGA,NextEra Energy IncNEE:US,11 Nov2024,7 Nov2024,Undisclosed,buy,1K–15K,$74.62
Marjorie Taylor GreeneRepublicanHouseGA,Palo Alto Networks IncPANW:US,11 Nov2024,7 Nov2024,Undisclosed,buy,1K–15K,$387.00
Marjorie Taylor GreeneRepublicanHouseGA,ServiceNow IncNOW:US,11 Nov2024,7 Nov2024,Undisclosed,buy,1K–15K,"$1,015.28"
Marjorie Taylor GreeneRepublicanHouseGA,The Southern CoSO:US,11 Nov2024,7 Nov2024,Undisclosed,buy,1K–15K,$86.93
Marjorie Taylor GreeneRepublicanHouseGA,Tesla IncTSLA:US,11 Nov2024,7 Nov2024,Undisclosed,buy,1K–15K,$296.91
Marjorie Taylor GreeneRepublicanHouseGA,The Hershey CoHSY:US,11 Nov2024,7 Nov2024,Undisclosed,buy,1K–15K,$172.85
Marjorie Taylor GreeneRepublicanHouseGA,Tractor Supply CoTSCO:US,11 Nov2024,7 Nov2024,Undisclosed,buy,1K–15K,$289.29
Debbie DingellDemocratHouseMI,GOVERNMENT NATIONAL MORTGAGE ASSOCIATIONN/A,11 Nov2024,1 Nov2024,Undisclosed,buy,50K–100K,N/A
Markwayne MullinRepublicanSenateOK,Stride IncLRN:US,9 Nov2024,30 Jul2024,Self,buy,1K–15K,$76.05
Markwayne MullinRepublicanSenateOK,KENTUCKY STATE PROPERTY AND BUILDINGS COMMISSIONN/A,9 Nov2024,16 Oct2024,Joint,buy,50K–100K,N/A
Markwayne MullinRepublicanSenateOK,TOWN OF SALEM NEW HAMPSHIREN/A,9 Nov2024,8 Oct2024,Joint,buy,50K–100K,N/A
Markwayne MullinRepublicanSenateOK,NORTHERN ILLINOIS MUNICIPAL POWER AGENCYN/A,9 Nov2024,10 Oct2024,Joint,buy,50K–100K,N/A
Tom SuozziDemocratHouseNY,NVIDIA CorporationNVDA:US,8 Nov2024,2 Oct2024,Undisclosed,sell,1K–15K,$118.85
Bob LattaRepublicanHouseOH,Farmers & Merchants Bancorp IncFMAO:US,8 Nov2024,20 Oct2024,Spouse,buy,1K–15K,N/A
Byron DonaldsRepublicanHouseFL,APPFOLIO INCAPPF:US,8 Nov2024,1 Oct2024,Undisclosed,sell,1K–15K,$232.20
Byron DonaldsRepublicanHouseFL,APPFOLIO INCAPPF:US,8 Nov2024,1 Oct2024,Spouse,sell,1K–15K,$232.20
Byron DonaldsRepublicanHouseFL,McKesson CorpMCK:US,8 Nov2024,1 Oct2024,Spouse,buy,1K–15K,$498.48
Byron DonaldsRepublicanHouseFL,McKesson CorpMCK:US,8 Nov2024,1 Oct2024,Undisclosed,buy,1K–15K,$498.48
Byron DonaldsRepublicanHouseFL,NU HOLDINGS LTDNU:US,8 Nov2024,1 Oct2024,Undisclosed,buy,1K–15K,$13.43
Byron DonaldsRepublicanHouseFL,NU HOLDINGS LTDNU:US,8 Nov2024,1 Oct2024,Spouse,buy,1K–15K,$13.43
Byron DonaldsRepublicanHouseFL,Synopsys IncSNPS:US,8 Nov2024,1 Oct2024,Undisclosed,sell,1K–15K,$495.56
Byron DonaldsRepublicanHouseFL,Synopsys IncSNPS:US,8 Nov2024,1 Oct2024,Spouse,sell,1K–15K,$495.56
Neal DunnRepublicanHouseFL,AT&T IncT:US,8 Nov2024,27 Sept2024,Undisclosed,buy,1K–15K,$22.68
Neal DunnRepublicanHouseFL,Cadence BankCADE:US,8 Nov2024,27 Sept2024,Undisclosed,buy,1K–15K,$22.75
